match,timestamp,label
21,4.237568683500079,1
21,7.340670160393838,1
21,11.544872161346673,1
21,14.14747340003176,1
21,21.454776877878356,0
21,25.825812291567413,0
21,31.097748134032077,0
21,33.666982690169924,0
21,37.003650944894396,0
21,40.90755280292203,0
21,44.14412101000477,1
21,55.15512625059552,0
21,58.69199460060346,0
21,62.86282991900905,0
21,66.80009845958392,0
21,68.80209941241861,0
21,72.33896776242655,0
21,77.31060346196601,0
21,81.08103858980466,0
21,86.51980784500556,1
21,88.05467524217882,1
21,149.3159043989201,1
21,150.98423852628235,1
21,152.6525726536446,1
21,154.4543735111958,1
21,156.15607432110528,1
21,183.88378751786564,1
21,185.15172145466096,1
21,186.58648880419247,1
21,188.22145624900747,1
21,199.53276163252343,1
21,202.83606320470065,1
21,208.97553279339368,1
21,212.6458678735906,0
21,217.81770366841351,0
21,220.82070509766555,0
21,222.9561727806892,0
21,225.79234079720501,0
21,228.72860886136255,0
21,233.0329109099571,0
21,235.00154518024456,0
21,238.40494680006353,1
21,239.67288073685881,1
21,241.30784818167382,1
22,1.9352671270937525,0
22,7.0403683416686516,0
22,10.01000238151941,1
22,11.611602762562516,1
22,19.15247122330714,1
22,20.95427165198063,1
22,22.78943875525919,1
22,38.705342541875055,0
22,78.37831864729698,1
22,81.04765261570216,1
22,85.21848694133524,0
22,89.7897213622291,0
22,95.86245614035089,0
22,99.83309041835358,0
22,106.17275859331588,0
22,110.54379296657935,0
22,115.24849408589347,1
22,122.52242914979757,1
22,132.19876478526635,0
22,135.66889894419307,0
22,138.5717996348337,0
22,144.74463443677067,1
22,147.14703500833534,1
22,149.08230213542907,1
22,237.87102325950625,1
22,239.17232356910378,1
22,240.3735238548861,1
22,246.64645868063826,0
22,251.88502659363343,0
22,255.82229419703106,1
23,17.4174,0
23,24.107416666666666,0
23,30.063366666666667,1
23,49.132416666666664,0
23,52.93621666666667,1
23,54.020633333333336,1
23,55.438716666666664,1
23,59.426033333333336,1
23,64.06400000000001,1
23,65.91585,1
23,67.21715,1
23,69.35261666666666,1
24,1.4014010563520116,1
24,8.158156149477781,1
24,12.228892551262195,0
24,15.11511139351098,0
24,16.583245833498804,0
24,18.868864223025298,1
24,26.02601961796593,1
24,30.113439365659296,0
24,32.83282474881855,0
24,34.951609679255526,0
24,38.338328898772886,0
24,45.011667262353896,0
24,60.52717895767974,0
24,65.39871596309388,1
24,67.11710059171598,1
24,76.34299087936672,1
24,78.12810889162465,1
24,79.24589306752446,1
24,81.56487814886886,1
24,83.06637928067458,1
25,2.0687344821196962,1
25,19.619610894941633,1
25,27.660982027052064,1
25,30.697350379840653,1
25,35.068386140448396,0
25,39.80645543820641,0
25,47.213859551602745,0
25,53.82046322030758,1
25,63.22986844543265,0
25,88.45508245321474,1
25,94.52781915879191,0
25,102.00195664257922,0
25,107.1070594774875,1
25,143.94387993329627,1
25,154.72131925143597,1
25,158.3582879377432,1
25,164.16409116175652,0
25,170.33692792292013,0
25,180.84743375949603,1
26,3.4034153895021046,1
26,6.806830779004209,1
26,20.32039188438021,1
26,36.970433838905215,1
26,54.08761123904815,0
26,59.025900235580615,0
26,63.6305210566717,0
26,90.75774372005611,0
26,97.93160949204585,0
26,104.20457119034384,0
26,110.07713107811219,0
26,115.94969096588052,1
26,117.75149911326399,1
26,132.2994315625083,1
26,136.70385147833454,1
26,144.11128497313322,0
26,154.8887670398899,1
35,5.029989177704085,1
35,5.580535256855776,1
35,6.815093131317143,1
35,10.718965328938223,1
35,16.257792549494628,1
35,17.876064357910206,1
36,22.088733333333334,1
36,32.866166666666665,0
36,36.80343333333333,0
36,40.440400000000004,0
36,48.98226666666667,0
36,66.03263333333334,1
36,67.7677,1
38,1.4514500000000001,0
38,3.25325,0
38,6.039366666666667,1
38,13.146466666666667,1
38,18.018,1
38,28.8288,0
38,30.964266666666667,0
38,33.7337,0
38,37.670966666666665,0
38,133.48335,1
38,180.66381666666666,0
38,271.63803333333334,0
38,279.21226666666666,1
38,310.15985,1
38,353.56988333333334,1
40,48.032495898736855,1
40,53.504763580149046,1
40,100.4861836742244,1
40,106.24207498546589,1
40,122.39193814280429,1
40,131.2843731250991,1
43,6.990488622132201,0
43,8.325188120391331,0
43,10.927852141996638,0
43,11.795406815865073,1
43,13.296943751406596,1
43,19.23635651865973,1
43,21.7389180778956,0
43,29.463491424070323,0
43,43.027375075128745,0
43,48.34948932443703,1
